Name,Operator,Type,Pipeline,Status,States,Regions,Authority,Docket,Updated,Completed,Year,Cost,Miles,Capacity,Diameter
Utica Ohio River Project,Regency Energy Partners /American Energy,Expansion,,Announced,OH,Northeast,FERC,na,8/4/14,,2015,500,52,2100,36
Southeast Supply Header Pipeline,Southeast Supply Header LLC,Expansion,,Approved,LA,"Southwest,Southeast",FERC,14-87,9/3/14,,2015,24,,22.5,
Southeast Supply Header Pipeline,Southeast Supply Header LLC,Expansion,,Approved,AL,"Southwest,Southeast",FERC,14-87,9/3/14,,2015,24,,22.5,
North-South Project,Southern California,New Pipeline,,Announced,CA,Western,State,na,6/20/14,,2015,629,90,,
Line N West Side Expansion and Modernization Project,NiSource Gas Transmission & Storage,Expansion,,Filed,PA,Northeast,FERC,CP14-70,6/20/14,,2015,,23,175,24
Niagara Expansion Project,Tennessee Gas Pipeline,Expansion,,Filed,NY,"Northeast,Canada",FERC,CP14-88,8/4/14,,2015,14,1.5,79,30
Niagara Expansion Project,Tennessee Gas Pipeline,Expansion,,Filed,CN,"Northeast,Canada",FERC,CP14-88,8/4/14,,2015,14,1.5,79,30
East Side Expansion Project,NiSource Gas Transmission & Storage,Expansion,Interstate,Approved,PA,Northeast,FERC,CP14-17,12/15/13,,2015,0,19,650,
Perryville Storage Laterals,Perryville Gas Storage LLC,Lateral,Interstate,Construction,LA,Southwest,FERC,CP09-418,7/21/10,,2015,12,14,600,"24,36"
Interconnect Pipeline Project,Clarksville Gas & Water Department,Lateral,interstate,Pre-filed,KY,Southeast,FERC,PF13-17,8/20/13,,2015,0,11.5,26,12
Interconnect Pipeline Project,Clarksville Gas & Water Department,Lateral,interstate,Pre-filed,TN,Southeast,FERC,PF13-17,8/20/13,,2015,0,11.5,26,12
White Plains Gas Storage Laterals,"Orbit Gas Storage, Inc.",Lateral,Interstate,Approved,KY,Southeast,FERC,CP08-409,2/16/14,,2015,40,22,100,
Kingsport Expansion,East Tennessee Natural Gas,Expansion,Interstate,Completed,TN,Southeast,FERC,CP13-534,2/10/15,2015,2015,0,16,0,
Junction Platform Project,Discovery Gas Transmission LLC,New Pipeline,,Completed,GM,Gulf of Mexico,FERC,CP12-516,2/10/15,2015,2015,126,20,405,"30,12"
Mobile Bay South III Expansion Project,Transcontinental Gas Pipeline,Expansion,Interstate,Approved,AL,Southeast,FERC,CP13-523,7/16/14,,2015,50,,225,
Leidy Southeast Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Approved,PA,Northeast,FERC,CP13-551,12/18/14,,2015,610,30,525,42
Niobrara gas lateral,Trailblazer Pipeline Co,Expansion,,Applied,CO,Central,FERC,CP15-27,1/26/15,,2015,21,16,90,10
TETCO TEAM 2014 Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP13-84,2/6/14,2014,2014,500,34,600,36
Virginia Southside Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,VA,Northeast,FERC,CP13-30,12/16/13,,2014,300,100,250,24
Panda Power Lateral Project,Gulf Crossing,Lateral,,Completed,TX,Southwest,FERC,CP13-64,12/14/13,2014,2014,26,17,125,16
White Oak Lateral Project,Eastern Shore Natural Gas,Lateral,,Completed,DE,Northeast,FERC,CP13-498,10/11/13,2014,2014,11,6,55,16
Northeast Connector,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,PA,Northeast,FERC,CP13-132,3/6/13,2014,2014,,,100,
Cherokee Natural Gas Pipeline Project,XcelEnergy,Lateral,Intrastate,Completed,CO,Central,State,na,11/27/14,,2014,110,34,189,24
Hancock compressor project,Millennium Pipeline,Expansion,Interstate,Completed,NY,Northeast,FERC,CP13-14,3/7/14,2014,2014,49,,108,
Kingsport Expansion Project,East Tennessee Natural Gas,Lateral,Interstate,Completed,TN,Southeast,FERC,CP13-534,12/17/13,,2014,114,10,61,16
Giles County Project,Columbia Gas Transmission,Expansion,,Completed,VA,Northeast,FERC,CP13-125,11/6/14,2014,2014,,13,46,8
Pony Express Pipeline Conversion Project,KM Interstate Pipeline Co,Conversion,Interstate,Completed,WY,Central,FERC,CP12-495,3/6/14,2014,2014,,125,64,
Pony Express Pipeline Conversion Project,KM Interstate Pipeline Co,Conversion,Interstate,Completed,CO,Central,FERC,CP12-495,3/6/14,2014,2014,,125,64,
Pony Express Pipeline Conversion Project,KM Interstate Pipeline Co,Conversion,Interstate,Completed,NE,Central,FERC,CP12-495,3/6/14,2014,2014,,125,64,
Pony Express Pipeline Conversion Project,KM Interstate Pipeline Co,Conversion,Interstate,Completed,KS,Central,FERC,CP12-495,3/6/14,2014,2014,,125,64,
Natrium to Market Project,Dominion Transmission Inc,Expansion,,Completed,PA,Northeast,FERC,CP13-13,11/7/12,2014,2014,21,0,92.5,
Natrium to Market Project,Dominion Transmission Inc,Expansion,,Completed,VA,Northeast,FERC,CP13-13,11/7/12,2014,2014,21,0,92.5,
Sierrita Pipeline Project,Sierrita Gas Pipeline,Lateral,Interstate,Completed,MX,"Southwest,Mexico",FERC,CP13-73/74,11/7/14,2014,2014,100,30.5,100.5,36
Sierrita Pipeline Project,Sierrita Gas Pipeline,Lateral,Interstate,Completed,AZ,"Southwest,Mexico",FERC,CP13-73/74,11/7/14,2014,2014,100,30.5,100.5,36
Line MB extension project,Columbia Gas Transmission,Expansion,Interstate,Completed,MD,Northeast,FERC,CP13-8,2/6/14,2014,2014,132,21,,26
Lebanon lateral project,ANR Pipeline,reversal,Interstate,Completed,OH,Northeast,na,na,3/2/14,,2014,,,350,
Lucerne pipeline,DCP Midstream,New Pipeline,Interstate,Completed,CO,Central,FERC,CP13-509,11/6/13,2014,2014,12,8,230,
Eagle Ford Shale Pipeline System Expansion,NET Mexico Pipeline,New Pipeline,Interstate,Completed,MX,"Southwest,Mexico",FERC,CP13-482,2/23/13,2014,2014,0,62,1050,42
Eagle Ford Shale Pipeline System Expansion,NET Mexico Pipeline,New Pipeline,Interstate,Completed,TX,"Southwest,Mexico",FERC,CP13-482,2/23/13,2014,2014,0,62,1050,42
West Leg 2014 Expansion,Northern Natural Gas,Expansion,Interstate,Completed,NE,central,FERC,CP13-528,11/20/13,2014,2014,70,7,88,20
Seneca lateral,Rockies Express Pipeline,Lateral,,Completed,OH,Northeast,FERC,CP13-539,6/20/14,2014,2014,75,14,250,24
High Plains 2013 Expansion Project,Colorado Interstate Gas,Lateral,Interstate,Completed,CO,Central,FERC,CP12-496,3/6/14,2014,2014,25,8,225,24
Rose Lake Expansion Project,Tennessee Gas Pipeline,Expansion,,Completed,PA,Northeast,FERC,CP13-3,11/26/14,2014,2014,92,0,230,
Southeast Market Expansion,Gulf South Pipeline,Expansion,Interstate,Completed,MS,Southeast,FERC,CP13-96,11/20/14,,2014,143.5,35,255.5,"24,30"
Southeast Market Expansion,Gulf South Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP13-96,11/20/14,,2014,143.5,35,255.5,"24,30"
West Side Expansion Project (Smithfield III),Columbia Gas Transmission,Reversal,,Completed,PA,"Northeast,Southeast",FERC,CP13-477,4/6/12,2014,2014,27,,148,
West Side Expansion Project (Smithfield III),Columbia Gas Transmission,Reversal,,Completed,WV,"Northeast,Southeast",FERC,CP13-477,4/6/12,2014,2014,27,,148,
West Side Expansion Project (Smithfield III),Columbia Gas Transmission,Reversal,,Completed,KY,"Northeast,Southeast",FERC,CP13-477,4/6/12,2014,2014,27,,148,
South Seattle Delivery Lateral Expansion,Puget Sound Energy,Lateral,Interstate,Completed,WA,Western,FERC,CP12-471,9/26/13,2013,2013,,4,75,16
Norte Crossing Project,El Paso Natural Gas,New Pipeline,Interstate,Completed,TX,"Southwest,Mexico",FERC,CP12-96,6/7/13,2013,2013,,0,183,36
Norte Crossing Project,El Paso Natural Gas,New Pipeline,Interstate,Completed,MX,"Southwest,Mexico",FERC,CP12-96,6/7/13,2013,2013,,0,183,36
Northeast Supply Link Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,PA,Northeast,FERC,CP12-30,9/14/13,2013,2013,195,6.5,125,"42,36"
Northeast Supply Link Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,NJ,Northeast,FERC,CP12-30,9/14/13,2013,2013,195,6.5,125,"42,36"
Transco Mid-South Expansion Phase 2,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP11-18,6/16/13,2013,2013,127,23,130,
Willcox Lateral 2013 Expansion Project,El Paso Natural Gas,Lateral,Interstate,Completed,AZ,"Western,Mexico",FERC,CP12-6,9/7/13,2013,2013,11.5,0,92.5,
Willcox Lateral 2013 Expansion Project,El Paso Natural Gas,Lateral,Interstate,Completed,MX,"Western,Mexico",FERC,CP12-6,9/7/13,2013,2013,11.5,0,92.5,
Mid-Atlantic Connector Expansion,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,VA,Northeast,FERC,CP11-31,12/2/13,2013,2013,55,1,142,42
Minisink Compressor Project,Millennium Pipeline,Expansion,Interstate,Completed,NY,Northeast,FERC,CP11-515,1/2/13,2013,2013,44,0,225,36
MPP Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,PA,Northeast,FERC,CP12-28,9/20/13,2013,2013,89,8,240,30
Sabinsville to Morrisville Project,Dominion Transmission Inc,Expansion,Interstate,Completed,PA,Northeast,FERC,CP12-20/CP12-19,12/6/13,2013,2013,17,4,92,24
JL 47 Loop Project,Questar Pipeline,Expansion,,Completed,UT,Central,FERC,CP13-19,9/6/13,2013,2013,15,15,62,16
Cadeville Storage Headers,Cadeville Gas Storage LLC,Lateral,Interstate,Completed,LA,Southwest,FERC,CP10-16,4/2/13,2013,2013,,10,420,"16,24"
Driver Residue Pipeline,Atlas Pipeline Mid-Continent WestTex,Lateral,Interstate,Completed,TX,Southwest,FERC,CP12-468,2/25/13,2013,2013,0,10,0,
Tioga Area Expansion Project,Dominion Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP12-19,12/6/13,2013,2013,67,15,270,24
Northeast Upgrade Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,PA,Northeast,FERC,CP11-161,12/9/13,2013,2013,250,20,318,24
Northeast Upgrade Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,NJ,Northeast,FERC,CP11-161,12/9/13,2013,2013,250,20,318,24
Tres Palacios Copano Interconnect,Tres Palacios Gas Storage LLC,Lateral,interstate,Completed,TX,"Southeast,Southwest",FERC,CP12-36,6/1/13,2013,2013,0,20,400,24
Tioga Lateral Project,Alliance Pipeline LP,Lateral,Interstate,Completed,ND,Central,FERC,CP12-50,8/22/13,2013,2013,167,80,126,12
Eagle Ford Midstream Expansion,NET Midstream LLC,Expansion,Intrastate,Completed,TX,Southwest,State,na,9/2/13,,2013,,105,,24
VEPCO-Warren County Project,Columbia Gas Transmission,Expansion,Interstate,Completed,VA,Northeast,FERC,CP11-490,9/29/13,2013,2013,34,3,246,24
West Side Expansion Project (Gulf Bi-Direction),Columbia Gulf Transmission,Reversal,Interstate,Completed,KY,"Southeast,Southwest",na,na,4/6/12,2013,2013,,,135,
West Side Expansion Project (Gulf Bi-Direction),Columbia Gulf Transmission,Reversal,Interstate,Completed,TN,"Southeast,Southwest",na,na,4/6/12,2013,2013,,,135,
West Side Expansion Project (Gulf Bi-Direction),Columbia Gulf Transmission,Reversal,Interstate,Completed,MS,"Southeast,Southwest",na,na,4/6/12,2013,2013,,,135,
West Side Expansion Project (Gulf Bi-Direction),Columbia Gulf Transmission,Reversal,Interstate,Completed,LA,"Southeast,Southwest",na,na,4/6/12,2013,2013,,,135,
Greenspring Expansion Project,Eastern Shore Natural Gas Co,Expansion,Interstate,Completed,DE,Northeast,FERC,CP12-461,12/7/13,2013,2013,16,11,15,16
NJ-NY Project,Texas Eastern Transmission,Expansion,Interstate,Completed,NJ,Northeast,FERC,CP11-56,11/6/13,2013,2013,600,10.5,400,"30,42"
NJ-NY Project,Texas Eastern Transmission,Expansion,Interstate,Completed,NY,Northeast,FERC,CP11-56,11/6/13,2013,2013,600,10.5,400,"30,42"
Mountain Pass Lateral,Kern River Gas Transmission,Lateral,Interstate,Completed,CA,Western,FERC,CP11-46,7/16/12,2012,2012,16,9,24,8
Marshfield Reduction Project,ANR Pipeline,Expansion,Interstate,Completed,WI,Midwest,FERC,CP11-539,11/2/12,2012,2012,25,,101,
Progress Energy Wayne County,Piedmont Natural Gas,New Pipeline,Intrastate,Completed,NC,Southeast,State,na,2/17/11,2012,2012,,38,,20
Bluewater Gas Storage Link,Bluewater Gas Storage,Lateral,Interstate,Completed,MI,Midwest,FERC,CP12-51,4/2/12,,2012,,0,300,12
South System Expansion III Phase 3,Southern Natural Gas Co,Expansion,Interstate,Completed,MS,Southeast,FERC,CP09-36,2/29/12,2012,2012,41,6.33333333333333,41.6666666666667,36
South System Expansion III Phase 3,Southern Natural Gas Co,Expansion,Interstate,Completed,AL,Southeast,FERC,CP09-36,2/29/12,2012,2012,41,6.33333333333333,41.6666666666667,36
South System Expansion III Phase 3,Southern Natural Gas Co,Expansion,Interstate,Completed,GA,Southeast,FERC,CP09-36,2/29/12,2012,2012,41,6.33333333333333,41.6666666666667,36
Jones Island Landfill Gas Project,Milwaukee Metropolitan Sewerage,New Pipeline,Intrastate,Completed,WI,Midwest,State,na,8/30/12,2012,2012,22,14,,
Ellisburg to Craigs Project,Dominion Transmission,Lateral,Interstate,Completed,PA,Northeast,FERC,CP11-41,10/10/12,2012,2012,46,7,250,
North Seattle Delivery Lateral Expansion,Puget Sound Energy,Lateral,Interstate,Completed,WA,Western,FERC,CP11-520,1/2/13,2012,2012,,2,84,20
TETCO TEAM 2012 Expansion,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP11-67,11/2/12,2012,2012,197,17,200,36
Inergy Marc I Hub Line Project,"Inergy Midstream, LLC",Expansion,Interstate,Completed,PA,Northeast,FERC,CP10-480,11/8/12,2012,2012,,43,555,30
Cecil County Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,DE,Northeast,FERC,CP11-303,7/16/12,,2012,3,2.5,2,6
Cecil County Expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,MD,Northeast,FERC,CP11-303,7/16/12,,2012,3,2.5,2,6
East Cheyenne Storage Header,Merchant Energy Partners LLC,New Pipeline,Interstate,Completed,CO,Central,FERC,CP10-34,7/16/12,2012,2012,,4,500,"24,16"
Mississippi Hub Storage Phase 2,Mississippi Hub LLC,New Pipeline,Interstate,Completed,MS,Southeast,FERC,CP09-110,3/21/13,2012,2012,75,37,200,"30,24"
Appalachian Gateway Project,Dominion Transmission,New Pipeline,Interstate,Completed,WV,Northeast,FERC,CP10-448,9/4/12,2012,2012,317.5,55,242,"30,24,20"
Appalachian Gateway Project,Dominion Transmission,New Pipeline,Interstate,Completed,PA,Northeast,FERC,CP10-448,9/4/12,2012,2012,317.5,55,242,"30,24,20"
Northeast Expansion Project,Dominion Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP11-39,11/2/12,2012,2012,97,,200,
Aguirre LNG Pipeline,EcoElectrica,Lateral,Interstate,Completed,PR,Puerto Rico,FERC,CP95-35,3/22/14,2012,2012,50,42,186,24
2011 system expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,DE,Northeast,FERC,CP11-333,3/16/13,,2012,6.5,11,3,"10,6"
2011 system expansion,Eastern Shore Natural Gas,Expansion,Interstate,Completed,MD,Northeast,FERC,CP11-333,3/16/13,,2012,6.5,11,3,"10,6"
Sunrise Project,Equitrans,New Pipeline,Interstate,Completed,WV,Northeast,FERC,CP11-68,7/30/12,2012,2012,136,25,157,"24,20,16"
Sunrise Project,Equitrans,New Pipeline,Interstate,Completed,PA,Northeast,FERC,CP11-68,7/30/12,2012,2012,136,25,157,"24,20,16"
Bayonne Delivery Lateral Project,Transcontinental Gas Pipeline,Lateral,Interstate,Completed,NJ,Northeast,FERC,CP09-417,4/6/12,2012,2012,17,6,250,"20,14"
Moss Bluff 2011 Storage Header,Spectra Energy,Lateral,Interstate,Completed,TX,Southwest,FERC,CP08-387,7/16/12,,2012,,3,,30
Line N 2012 Expansion,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,FERC,CP11-512,11/2/12,2012,2012,36,5,150,24
Northern Access Expansion Project,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,NY,Northeast,Ferc,CP11-128,11/2/12,2012,2012,40,0,160,
Northern Access Expansion Project,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,Ferc,CP11-128,11/2/12,2012,2012,40,0,160,
Blacksville Compressor Station Project,Equitrans,Expansion,Interstate,Completed,WV,Northeast,FERC,CP12-13,1/2/13,,2012,22,0,209,
Northeast Supply Diversification Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,PA,Northeast,FERC,CP11-30,10/16/12,2012,2012,50,3.5,125,30
Northeast Supply Diversification Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,NY,Northeast,FERC,CP11-30,10/16/12,2012,2012,50,3.5,125,30
Philadelphia Lateral Expansion Project,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP11-508,11/2/12,2012,2012,,,27,30
Samalayuca Crossing,Kinder Morgan Texas Pipeline,Expansion,Interstate,Completed,TX,"Southwest,Mexico",FERC,CP12-74,7/30/12,,2012,,,118.5,
Samalayuca Crossing,Kinder Morgan Texas Pipeline,Expansion,Interstate,Completed,MX,"Southwest,Mexico",FERC,CP12-74,7/30/12,,2012,,,118.5,
Stateline Pipeline Project,MDU Resources Group,Lateral,Intrastate,Completed,ND,Central,State,na,11/2/12,2012,2012,,13,146,
Rich Eagle Ford Mainline Expansion II,Energy Transfer Partners LP,Expansion,Intrastate,Completed,TX,Southwest,State,na,6/16/13,,2012,0,70,400,42
Transco Mid-South Expansion Phase 1,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP11-18,7/16/12,2012,2012,23.25,5.75,23.75,42
Transco Mid-South Expansion Phase 1,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,GA,Southeast,FERC,CP11-18,7/16/12,2012,2012,23.25,5.75,23.75,42
Transco Mid-South Expansion Phase 1,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,SC,Southeast,FERC,CP11-18,7/16/12,2012,2012,23.25,5.75,23.75,42
Transco Mid-South Expansion Phase 1,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,NC,Southeast,FERC,CP11-18,7/16/12,2012,2012,23.25,5.75,23.75,42
Station 230C Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,NY,Northeast,Ferc,CP11-133,11/2/12,2012,2012,60,,320,
Princeton Lateral Project,Northern Border Pipeline,Expansion,Interstate,Completed,IL,Midwest,FERC,CP10-468,10/26/11,2011,2011,18,9,120,16
Gulfstream Pipeline Phase 5,Gulfstream Natural Gas System,Lateral,Interstate,Completed,FL,Southeast,FERC,CP10-4,10/12/11,2011,2011,51,,35,
TEMAX/TIME III,Texas Eastern Transmission,Expansion,Interstate,Completed,PA,Northeast,FERC,CP09-68,8/30/11,2011,2011,472,39,455,"30,36"
Pine Prairie Chalk Line Loop,Pine Prairie Storage Co,Lateral,Interstate,Completed,LA,Southwest,FERC,CP04-379,7/21/10,,2011,15,5,900,24
Northeastern Tennessee Project,East Tennessee Nat Gas Co,Lateral,Interstate,Completed,VA,Northeast,FERC,CP10-89,4/14/11,2011,2011,135,28,150,24
Gulf LNG Pipeline,Gulf LNG Pipeline LLC,New Pipeline,Interstate,Completed,MS,Southeast,FERC,CP06-12/13/14,7/21/10,2011,2011,10,5,1500,36
AIRPORT II COMPRESSION,Gulf South Pipeline,Expansion,Interstate,Completed,Al,southeast,FERC,CP10-502,1/16/12,2011,2011,,,54,
Clarence Compressor,Gulf South Pipeline,Expansion,Interstate,Completed,LA,Southwest,FERC,CP10-465,1/16/12,2011,2011,0,0,105,
NFGS Line N Projects,National Fuel Gas Supply Corp,Expansion,Interstate,Completed,PA,Northeast,FERC,CP10-457,2/14/11,2011,2011,56,18,150,20
Paiute South Tahoe Lateral,Paiute Pipeline,Expansion,Interstate,Completed,NV,Western,FERC,CP10-41,7/29/10,2011,2011,2,1,,
Tioga County Extension Project,Empire Pipeline,New Pipeline,Interstate,completed,PA,Northeast,FERC,CP10-493,11/1/11,2011,2011,23.5,7.5,175,24
Tioga County Extension Project,Empire Pipeline,New Pipeline,Interstate,completed,NY,Northeast,FERC,CP10-493,11/1/11,2011,2011,23.5,7.5,175,24
North and South Expansion Project,Central New York Oil & Gas,Expansion,Interstate,Completed,PA,Northeast,FERC,CP10-194,3/15/11,2011,2011,0,0,162.5,
North and South Expansion Project,Central New York Oil & Gas,Expansion,Interstate,Completed,NY,Northeast,FERC,CP10-194,3/15/11,2011,2011,0,0,162.5,
Ruby Pipeline Project,Ruby Pipeline LLC,New Pipeline,Interstate,completed,WY,"Central,Western",FERC,CP09-54,2/11/11,2011,2011,740,168.25,375,42
Ruby Pipeline Project,Ruby Pipeline LLC,New Pipeline,Interstate,completed,UT,"Central,Western",FERC,CP09-54,2/11/11,2011,2011,740,168.25,375,42
Ruby Pipeline Project,Ruby Pipeline LLC,New Pipeline,Interstate,completed,NV,"Central,Western",FERC,CP09-54,2/11/11,2011,2011,740,168.25,375,42
Ruby Pipeline Project,Ruby Pipeline LLC,New Pipeline,Interstate,completed,OR,"Central,Western",FERC,CP09-54,2/11/11,2011,2011,740,168.25,375,42
300 Line Expansion Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,PA,Northeast,FERC,CP09-444,11/1/11,2011,2011,321.5,63.5,175,30
300 Line Expansion Project,Tennessee Gas Pipeline Co,Expansion,Interstate,Completed,NJ,Northeast,FERC,CP09-444,11/1/11,2011,2011,321.5,63.5,175,30
FGT Phase VIII Expansion,Florida Gas Trans Co,Expansion,Interstate,Completed,AL,Southeast,FERC,CP09-17,2/11/11,2011,2011,1227.5,241.5,410,"42,36,30.24"
FGT Phase VIII Expansion,Florida Gas Trans Co,Expansion,Interstate,Completed,FL,Southeast,FERC,CP09-17,2/11/11,2011,2011,1227.5,241.5,410,"42,36,30.24"
FGT Mobile Bay Lateral Expansion,Florida Gas Trans Co,Lateral,Interstate,Completed,AL,Southeast,FERC,CP09-455,9/28/11,2011,2011,34,9,343,24
Hot Spring Lateral Project,Texas Eastern Transmission,Lateral,Interstate,Completed,TX,Southwest,FERC,CP10-471,2/14/11,2011,2011,19,4,56,16
Hot Spring Lateral Project,Texas Eastern Transmission,Lateral,Interstate,Completed,AR,Southwest,FERC,CP10-471,2/14/11,2011,2011,19,4,56,16
Eagle Ford Chisholm Pipeline,Energy Transfer Partners LP,New Pipeline,Intrastate,Completed,TX,Southwest,State,na,2/23/11,2011,2011,0,83,300,20
Mobile Bay South II Expansion Project,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP10-21,7/29/10,2011,2011,36,,380,
Transco 85 North Expansion Phase 2,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,AL,Southeast,FERC,CP09-57,7/14/10,2011,2011,37,5.5,54.75,42
Transco 85 North Expansion Phase 2,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,GA,Southeast,FERC,CP09-57,7/14/10,2011,2011,37,5.5,54.75,42
Transco 85 North Expansion Phase 2,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,SC,Southeast,FERC,CP09-57,7/14/10,2011,2011,37,5.5,54.75,42
Transco 85 North Expansion Phase 2,Transcontinental Gas Pipeline,Expansion,Interstate,Completed,NC,Southeast,FERC,CP09-57,7/14/10,2011,2011,37,5.5,54.75,42
Pascagoula Expansion Project,Pascagoula Supply Line,Expansion,Interstate,Completed,MS,Southeast,FERC,CP09-456,9/28/11,2011,2011,29.5,8,405,26
Pascagoula Expansion Project,Pascagoula Supply Line,Expansion,Interstate,Completed,AL,Southeast,FERC,CP09-456,9/28/11,2011,2011,29.5,8,405,26
Golden Pass Pipeline,Golden Pass Pipeline,Lateral,Interstate,Completed,LA,Southwest,FERC,CP04-400,5/20/11,2011,2011,,34.5,1250,42
Golden Pass Pipeline,Golden Pass Pipeline,Lateral,Interstate,Completed,TX,Southwest,FERC,CP04-400,5/20/11,2011,2011,,34.5,1250,42
Rich Eagle Ford Mainline Expansion I,Energy Transfer Partners LP,Expansion,Intrastate,Completed,TX,Southwest,State,na,3/2/13,2011,2011,0,160,400,30
North Fork Pipeline,Anchor Point Energy LLC,New Pipeline,Intrastate,Completed,AK,Alaska,State,na,3/7/11,2011,2011,,7,49,
